token,count,rank
Ausschuss,14,1556
Parteivorsitzenden,14,1557
de,14,1558
Zusammenhang,14,1559
Gruende,14,1560
gewinnt,14,1561
Vorgehen,14,1562
Freitag,14,1563
angesichts,14,1564
Hatte,14,1565
Instagram,14,1566
Beschluss,14,1567
stabile,14,1568
laengst,14,1569
Rechte,14,1570
meint,14,1571
Stimmung,14,1572
Erding,14,1573
gedacht,14,1574
Zudem,14,1575
Sind,14,1576
Nazis,14,1577
Germany,14,1578
Sachsen,14,1579
manche,14,1580
geschrieben,14,1581
Druck,14,1582
Journalisten,14,1583
Rechts,14,1584
Iran,14,1585
cc,14,1586
dorothee,14,1587
baeruser,14,1588
Ausstattung,14,1589
bewaffnete,14,1590
Hoecke,14,1591
BMVg,14,1592
Verteidigungsminister,14,1593
Geltung,14,1594
IS,13,1595
Bundestagswahl,13,1596
umsetzen,13,1597
enge,13,1598
zusaetzlich,13,1599
Auto,13,1600
Innovation,13,1601
erstmals,13,1602
Schulden,13,1603
ca,13,1604
pruefen,13,1605
8,13,1606
zweite,13,1607
Schoene,13,1608
Einen,13,1609
Feiertag,13,1610
verabschiedet,13,1611
Maskenpflicht,13,1612
toll,13,1613
Zuversicht,13,1614
April,13,1615
Anliegen,13,1616
wahr,13,1617
Hanau,13,1618
Kandidaten,13,1619
80,13,1620
Gelegenheit,13,1621
entschlossen,13,1622
welcher,13,1623
anderem,13,1624
Form,13,1625
gesamte,13,1626
eingesetzt,13,1627
EVP,13,1628
Gutes,13,1629
welchen,13,1630
Grundlage,13,1631
Online,13,1632
Walter,13,1633
Grenze,13,1634
lernen,13,1635
Daher,13,1636
fallen,13,1637
Soll,13,1638
geschlossen,13,1639
volle,13,1640
Laeuft,13,1641
lang,13,1642
Jede,13,1643
hart,13,1644
Merci,13,1645
gelernt,13,1646
Dauer,13,1647
Namen,13,1648
Umso,13,1649
Account,13,1650
ziemlich,13,1651
rechts,13,1652
lebt,13,1653
Beginn,13,1654
Tweets,13,1655
here,13,1656
bayern,13,1657
Italien,13,1658
wert,13,1659
Wieso,13,1660
schwierigen,13,1661
einiges,13,1662
deutliche,13,1663
Wahrheit,13,1664
Yes,13,1665
erstmal,13,1666
Ihren,13,1667
Netz,13,1668
erwarte,13,1669
Moeglichkeiten,13,1670
Steigerung,13,1671
entgegen,13,1672
echte,13,1673
gelesen,13,1674
schlicht,13,1675
entscheidet,13,1676
Erdogan,13,1677
Fluechtlinge,13,1678
Scholz,13,1679
du,13,1680
Tja,13,1681
Wiesn,13,1682
EuGH,13,1683
ausser,13,1684
Wahlrecht,13,1685
BR,13,1686
tagt,13,1687
erfolgreiche,13,1688
Ausland,13,1689
Kirchen,13,1690
Satz,13,1691
Minuten,13,1692
kaum,13,1693
Mist,13,1694
wollte,13,1695
Ahnung,13,1696
Europaeer,13,1697
Reaktion,13,1698
Angriff,13,1699
linken,13,1700
rot,13,1701
Israels,13,1702
Justiz,13,1703
MSC2019,13,1704
Europarat,13,1705
Menschenrechtskonvention,13,1706
Verbesserungen,12,1707
Bundestags,12,1708
Neujahrsempfang,12,1709
sorgen,12,1710
ankommt,12,1711
Foederalismus,12,1712
Hilfen,12,1713
entwickeln,12,1714
ermoeglicht,12,1715
Landwirte,12,1716
rettet,12,1717
gern,12,1718
Reduzierung,12,1719
Tod,12,1720
Preis,12,1721
Wiedervereinigung,12,1722
anschauen,12,1723
45,12,1724
Forderungen,12,1725
Konjunkturpaket,12,1726
Klasse,12,1727
freie,12,1728
geworden,12,1729
klarer,12,1730
spaeter,12,1731
Kolleginnen,12,1732
Fokus,12,1733
gefunden,12,1734
faire,12,1735
Handel,12,1736
Lebensmittel,12,1737
Qualitaet,12,1738
ueberzeugen,12,1739
Position,12,1740
konstruktiv,12,1741
Verbrechen,12,1742
OB,12,1743
Botschaften,12,1744
Gruppe,12,1745
Toten,12,1746
Volkspartei,12,1747
Ausserdem,12,1748
Bundes,12,1749
schliessen,12,1750
gesamten,12,1751
Massnahme,12,1752
parlamentarischen,12,1753
leistet,12,1754
fordern,12,1755
genommen,12,1756
geschafft,12,1757
Wolfgang,12,1758
schreibt,12,1759
Praxis,12,1760
gefuehrt,12,1761
persoenliche,12,1762
Beides,12,1763
know,12,1764
oeffentlich,12,1765
Sorge,12,1766
Lieben,12,1767
passieren,12,1768
zuvor,12,1769
solchen,12,1770
Mach,12,1771
Innenminister,12,1772
ausserdem,12,1773
dankbar,12,1774
Fluegel,12,1775
Statt,12,1776
Absage,12,1777
beides,12,1778
Ihrer,12,1779
ausschliesslich,12,1780
digital,12,1781
Fraktionen,12,1782
wuenschen,12,1783
meinte,12,1784
gehalten,12,1785
automatisch,12,1786
Darauf,12,1787
Augen,12,1788
Zitat,12,1789
Grossen,12,1790
heissen,12,1791
NieWieder,12,1792
Muenchner,12,1793
laufen,12,1794
Bester,12,1795
schicken,12,1796
angeblich,12,1797
Maut,12,1798
Volker,12,1799
Kirche,12,1800
bewegt,12,1801
gegangen,12,1802
alte,12,1803
sichere,12,1804
EPPHelsinki,12,1805
zutiefst,12,1806
Ob,12,1807
Kraefte,12,1808
Landtagswahl,12,1809
einzelnen,12,1810
diejenigen,12,1811
Lebens,12,1812
Abschaffung,12,1813
Vergleich,12,1814
positive,12,1815
Christen,12,1816
Sollte,12,1817
wesentlich,12,1818
jene,12,1819
Institutionen,12,1820
Punkte,12,1821
politisches,12,1822
gruen,12,1823
Karl,12,1824
erinnert,12,1825
laut,12,1826
lustig,12,1827
Kohlekommission,12,1828
Verschwoerungstheorien,12,1829
bezahlt,12,1830
Niemand,12,1831
Ukraine,12,1832
harten,12,1833
t,12,1834
darin,12,1835
Begriff,12,1836
mindestens,12,1837
Pendlerpauschale,12,1838
Roten,12,1839
Islamismus,12,1840
KI,12,1841
Kopf,12,1842
Teilhabe,12,1843
niemals,12,1844
groko,12,1845
Pressefreiheit,12,1846
verteidigen,12,1847
R,12,1848
at,12,1849
Sowohl,12,1850
bislang,12,1851
Entschlossenheit,12,1852
Partnerschaft,12,1853
Extremisten,12,1854
Beitritt,12,1855
Dies,11,1856
Technologien,11,1857
bauen,11,1858
km,11,1859
Strassen,11,1860
Miteinander,11,1861
Infrastruktur,11,1862
mittlerweile,11,1863
1000,11,1864
Nachfrage,11,1865
gehe,11,1866
gruenen,11,1867
2030,11,1868
enderung,11,1869
Ausdruck,11,1870
Abkommen,11,1871
Freu,11,1872
Neben,11,1873
Mitarbeiter,11,1874
66,11,1875
Rueckblick,11,1876
Verbote,11,1877
danken,11,1878
lieben,11,1879
arbeite,11,1880
positiv,11,1881
Ruecken,11,1882
Agenda,11,1883
Erste,11,1884
Gegen,11,1885
Grundsteuer,11,1886
schoene,11,1887
Projekte,11,1888
Klausur,11,1889
kommenden,11,1890
bekannt,11,1891
Wichtige,11,1892
Europawahl2019,11,1893
Gaeste,11,1894
Bruessel,11,1895
Bilder,11,1896
steuerliche,11,1897
gearbeitet,11,1898
erfolgreichen,11,1899
eroeffnet,11,1900
Foto,11,1901
Baukindergeld,11,1902
Haelfte,11,1903
Zeitumstellung,11,1904
Tuer,11,1905
Einkommen,11,1906
Schaeuble,11,1907
Tirol,11,1908
Finger,11,1909
news,11,1910
hoffen,11,1911
Chef,11,1912
bietet,11,1913
Konsum,11,1914
kritisch,11,1915
made,11,1916
niemanden,11,1917
obwohl,11,1918
Diskriminierung,11,1919
liefert,11,1920
teile,11,1921
naeher,11,1922
Mega,11,1923
habt,11,1924
Pflege,11,1925
Leseempfehlung,11,1926
staatliche,11,1927
Mass,11,1928
gefaehrdet,11,1929
sagte,11,1930
S,11,1931
leichter,11,1932
verantwortlich,11,1933
Sonst,11,1934
Vom,11,1935
Teile,11,1936
Wuensche,11,1937
erfuellt,11,1938
benennen,11,1939
Gegensatz,11,1940
Personal,11,1941
Perspektiven,11,1942
Sohn,11,1943
kaufen,11,1944
Werbung,11,1945
Deutsch,11,1946
Arbeitgeber,11,1947
Staatsregierung,11,1948
Andreas,11,1949
alt,11,1950
Wunsch,11,1951
Bravo,11,1952
verbessert,11,1953
Regel,11,1954
Wahlkreise,11,1955
aktiv,11,1956
Rest,11,1957
Erstattung,11,1958
Schnee,11,1959
Debatten,11,1960
baut,11,1961
Verfassung,11,1962
Text,11,1963
Leidenschaft,11,1964
Nacht,11,1965
Versoehnung,11,1966
wenige,11,1967
Oktober,11,1968
Prof,11,1969
Halle,11,1970
Applaus,11,1971
CSUPT18,11,1972
abgeschafft,11,1973
generell,11,1974
Schmarrn,11,1975
Wien,11,1976
Konsequenz,11,1977
Kurz,11,1978
Jusos,11,1979
Inhalt,11,1980
Weder,11,1981
Anhoerung,11,1982
Gauland,11,1983
waechst,11,1984
Boden,11,1985
Uniform,11,1986
Populisten,11,1987
Aussagen,11,1988
Nationalismus,11,1989
Macron,11,1990
Asyl,11,1991
LtwBayern,11,1992
The,11,1993
Arbeitnehmer,11,1994
Frank,11,1995
beenden,11,1996
einige,11,1997
Hamas,11,1998
buergerlichen,11,1999
transatlantische,11,2000
Mietendeckel,11,2001
bekaempft,11,2002
Afghanistan,11,2003
franzoesischen,11,2004
2016,10,2005
Brief,10,2006
Tatsache,10,2007
Bundeshaushalt,10,2008
Europe,10,2009
Wirkung,10,2010
Mittelstand,10,2011
fahren,10,2012
Hause,10,2013
Dieses,10,2014
unabhaengig,10,2015
Erklaerung,10,2016
Darueber,10,2017
Sorgen,10,2018
Alternative,10,2019
spreche,10,2020
Hessen,10,2021
naeherammenschen,10,2022
Nuernberg,10,2023
groessten,10,2024
schlaegt,10,2025
Beide,10,2026
RIP,10,2027
vorher,10,2028
ruhig,10,2029
Hinweis,10,2030
einig,10,2031
nehme,10,2032
weiteres,10,2033
oeffentlichen,10,2034
Neue,10,2035
Gespraechen,10,2036
Ausweitung,10,2037
fassungslos,10,2038
99,10,2039
enorm,10,2040
stelle,10,2041
Regionen,10,2042
cdu,10,2043
27,10,2044
geschehen,10,2045
fand,10,2046
vorgestellt,10,2047
Koennen,10,2048
Runde,10,2049
Kongress,10,2050
AG,10,2051
Unbedingt,10,2052
Gleichberechtigung,10,2053
Link,10,2054
dahin,10,2055
einigen,10,2056
Veranstaltung,10,2057
Vogel,10,2058
Widerspruch,10,2059
Spitzenkandidaten,10,2060
Frohe,10,2061
begruessen,10,2062
Manfred,10,2063
Weber,10,2064
Christian,10,2065
insbesondere,10,2066
weitergehen,10,2067
Sommerzeit,10,2068
Zeitpunkt,10,2069
schwieriger,10,2070
erfuellen,10,2071
Aufbruchs,10,2072
tolles,10,2073
Watch,10,2074
Rauchen,10,2075
Mediennutzung,10,2076
jedenfalls,10,2077
Impfung,10,2078
warten,10,2079
Daten,10,2080
Diesen,10,2081
Anzahl,10,2082
Staerkung,10,2083
Sport,10,2084
impfen,10,2085
bevor,10,2086
Feuerwehr,10,2087
Partnern,10,2088
stand,10,2089
Stelle,10,2090
Gruppen,10,2091
besuchen,10,2092
Richtige,10,2093
quasi,10,2094
verboten,10,2095
Wichtiger,10,2096
Angebot,10,2097
Siehe,10,2098
Buch,10,2099
Krieg,10,2100
Trotz,10,2101
konsequente,10,2102
ok,10,2103
Lasst,10,2104
leid,10,2105
Baer,10,2106
melden,10,2107
klappt,10,2108
ebenfalls,10,2109
sog,10,2110
Wow,10,2111
bieten,10,2112
Vertreter,10,2113
moegliche,10,2114
schliesst,10,2115
Ernst,10,2116
beendet,10,2117
gefaehrlich,10,2118
sitzt,10,2119
entfernt,10,2120
more,10,2121
Zugang,10,2122
hoffentlich,10,2123
Grosses,10,2124
Nazi,10,2125
absolute,10,2126
Umfeld,10,2127
staerkt,10,2128
Bayerische,10,2129
versuchen,10,2130
funktionieren,10,2131
schlimm,10,2132
kritisiert,10,2133
irgendwann,10,2134
Falsch,10,2135
Dialog,10,2136
Hach,10,2137
gekaempft,10,2138
Bayer,10,2139
akzeptieren,10,2140
2017,10,2141
Deutscher,10,2142
Organisation,10,2143
regiert,10,2144
Schau,10,2145
Euren,10,2146
Sagt,10,2147
seeon2019,10,2148
schoener,10,2149
JAzuBayern,10,2150
Kauder,10,2151
Kreuz,10,2152
freien,10,2153
Freistaat,10,2154
nationale,10,2155
Karfreitag,10,2156
Glaubwuerdigkeit,10,2157
betonen,10,2158
Kanzleramt,10,2159
Realitaet,10,2160
zustaendig,10,2161
Bundesminister,10,2162
Wird,10,2163
Robert,10,2164
Hunger,10,2165
Prozess,10,2166
abschaffen,10,2167
Unrecht,10,2168
offenbar,10,2169
All,10,2170
Genossen,10,2171
Sanktionen,10,2172
Dachte,10,2173
vollstaendig,10,2174
Kategorie,10,2175
gefallen,10,2176
wirtschaftliche,10,2177
wen,10,2178
Rhetorik,10,2179
mach,10,2180
Herrn,10,2181
Rot,10,2182
Verteidigung,10,2183
entscheidende,10,2184
zaehlen,10,2185
verlassen,10,2186
Gegner,10,2187
Masterplan,10,2188
Marx,10,2189
Syrien,10,2190
breite,10,2191
Samesame,10,2192
Reihe,10,2193
Deinem,10,2194
Selbstverstaendlich,10,2195
Afrika,10,2196
Hans,10,2197
Stasi,10,2198
FreiheitstattSozialismus,10,2199
liberale,10,2200
Helmut,10,2201
ausgehetzt,10,2202
Mali,10,2203
Ungarn,10,2204
Musterfeststellungsklage,10,2205
Joachim,9,2206
entlasten,9,2207
Groko,9,2208
Toll,9,2209
h,9,2210
Konzept,9,2211
OePNV,9,2212
verbindet,9,2213
Bad,9,2214
Donnerstag,9,2215
Vorsicht,9,2216
Betroffenen,9,2217
Anlagen,9,2218
gelingen,9,2219
grosses,9,2220
Neuinfektionen,9,2221
Ratspraesidentschaft,9,2222
Maennern,9,2223
Podcast,9,2224
zweiten,9,2225
September,9,2226
stattfinden,9,2227
aufgestellt,9,2228
IT,9,2229
durfte,9,2230
Dezember,9,2231
vermissen,9,2232
eindeutig,9,2233
PM,9,2234
schwarz,9,2235
behalten,9,2236
getestet,9,2237
setze,9,2238
Bundesrat,9,2239
entscheidend,9,2240
spannender,9,2241
erhoeht,9,2242
Fortschritt,9,2243
Papier,9,2244
Treffen,9,2245
miteinander,9,2246
konkret,9,2247
Bundestagsfraktion,9,2248
ZDF,9,2249
Vertretung,9,2250
Augenmass,9,2251
Fahrverbote,9,2252
verbessern,9,2253
Reise,9,2254
Seeon19,9,2255
Luft,9,2256
acht,9,2257
Buergern,9,2258
Rente,9,2259
Jahres,9,2260
Sommer,9,2261
Zug,9,2262
22,9,2263
Silberhorn,9,2264
meines,9,2265
Los,9,2266
one,9,2267
solidarisch,9,2268
Grossartig,9,2269
Naloxon,9,2270
notwendigen,9,2271
COVID,9,2272
Tochter,9,2273
Drogen,9,2274
Versorgung,9,2275
sinnvoll,9,2276
Suchtkranke,9,2277
Vergelt,9,2278
o,9,2279
aufs,9,2280
Internet,9,2281
drin,9,2282
Kameradinnen,9,2283
Gewinn,9,2284
Bereicherung,9,2285
Sauber,9,2286
bleibe,9,2287
Vorbilder,9,2288
beweist,9,2289
Grundordnung,9,2290
Masken,9,2291
Genesung,9,2292
oefter,9,2293
folgen,9,2294
offene,9,2295
Demo,9,2296
Gift,9,2297
Strukturen,9,2298
Oberbayern,9,2299
Bedingungen,9,2300
Bleibt,9,2301
Zigaretten,9,2302
Blockade,9,2303
Regulierung,9,2304
Vordergrund,9,2305
Schande,9,2306
Stuttgart,9,2307
Gilt,9,2308
stattdessen,9,2309
kuemmern,9,2310
Analyse,9,2311
bezeichnen,9,2312
grossartig,9,2313
Grosser,9,2314
Behoerden,9,2315
Ehrenamt,9,2316
beginnen,9,2317
Niveau,9,2318
JU,9,2319
ueberzeugt,9,2320
grossem,9,2321
Januar,9,2322
stehe,9,2323
Ludwig,9,2324
mancher,9,2325
ohnehin,9,2326
Gebot,9,2327
demokratischer,9,2328
waehlt,9,2329
erwartet,9,2330
Christkind,9,2331
Tagung,9,2332
German,9,2333
Wahlbeteiligung,9,2334
Argument,9,2335
Ueberraschung,9,2336
verdienen,9,2337
65,9,2338
Auftakt,9,2339
Frauenanteil,9,2340
219a,9,2341
teilen,9,2342
ueberlegen,9,2343
LtwBY18,9,2344
Hauptsache,9,2345
kaempft,9,2346
bestaetigt,9,2347
entsteht,9,2348
Montag,9,2349
Kommunikation,9,2350
Strauss,9,2351
Soli,9,2352
kannst,9,2353
Widerstand,9,2354
zukuenftig,9,2355
geschaffen,9,2356
Einmal,9,2357
Rechtlichen,9,2358
unterschiedliche,9,2359
kritisieren,9,2360
schlechter,9,2361
werben,9,2362
Letztlich,9,2363
anlaesslich,9,2364
Photovoltaik,9,2365
geloest,9,2366
gestaerkt,9,2367
Staates,9,2368
Immerhin,9,2369
wirtschaftlich,9,2370
betrachtet,9,2371
falschen,9,2372
selten,9,2373
90,9,2374
immerhin,9,2375
haengt,9,2376
Dankbarkeit,9,2377
wundern,9,2378
Kern,9,2379
Kohleausstieg,9,2380
Kohle,9,2381
Versuch,9,2382
zwingend,9,2383
Souveraenitaet,9,2384
geloescht,9,2385
zuerst,9,2386
erlaubt,9,2387
Egal,9,2388
Republik,9,2389
AnneWill,9,2390
Hauptstadt,9,2391
erledigt,9,2392
inhaltlich,9,2393
Wobei,9,2394
Unrechtsstaat,9,2395
buergerlich,9,2396
Oeffentlich,9,2397
globalen,9,2398
Frueher,9,2399
berichtet,9,2400
bedarf,9,2401
gaebe,9,2402
politischer,9,2403
Fussball,9,2404
Katastrophe,9,2405
kluger,9,2406
Manche,9,2407
Offensichtlich,9,2408
ODER,9,2409
Nun,9,2410
warst,9,2411
wem,9,2412
Welle,9,2413
Juni,9,2414
folgt,9,2415
endgueltig,9,2416
Stil,9,2417
Jipp,9,2418
et,9,2419
regieren,9,2420
Milliarden,9,2421
peinlich,9,2422
Hongkong,9,2423
radikale,9,2424
weshalb,9,2425
Juden,9,2426
Venezuela,9,2427
beitragen,9,2428
verhaeltnismaessig,9,2429
Asylverfahren,9,2430
General,9,2431
le,9,2432
Stabilisierung,9,2433
Lieferkettengesetz,9,2434
Nachdruck,9,2435
Breitscheidplatz,9,2436
automatischen,9,2437
Personen,8,2438
Bedrohung,8,2439
Gesetze,8,2440
Migrationspakt,8,2441
offiziell,8,2442
Sondierungsgespraeche,8,2443
Wiederwahl,8,2444
zugestimmt,8,2445
Klimaschutzgesetz,8,2446
indem,8,2447
achten,8,2448
foerdert,8,2449
Bundesverfassungsgerichts,8,2450
Klimaziel,8,2451
noetig,8,2452
Annalena,8,2453
Joe,8,2454
Kanzlerkandidat,8,2455
Zusammen,8,2456
Steuern,8,2457
PV,8,2458
Rechtssicherheit,8,2459
V,8,2460
26,8,2461
begruesse,8,2462
begegnen,8,2463
schnellstmoeglich,8,2464
Verlust,8,2465
staendig,8,2466
EU2020DE,8,2467
Beweis,8,2468
Bewegung,8,2469
Bereichen,8,2470
Toller,8,2471
Klimabeauftragte,8,2472
online,8,2473
droht,8,2474
entsprechend,8,2475
profitieren,8,2476
Bundesverkehrsminister,8,2477
60,8,2478
Nummer,8,2479
Pfingsten,8,2480
Vorteil,8,2481
Kontext,8,2482
finanziell,8,2483
eingehalten,8,2484
bundesweit,8,2485
CoronaVirusDE,8,2486
FlattenTheCurve,8,2487
Coronavirus,8,2488
negativ,8,2489
Bauern,8,2490
Diskussionen,8,2491
Jan,8,2492
Landrat,8,2493
Landkreis,8,2494
Kriminalitaet,8,2495
seeon20,8,2496
Schuelerinnen,8,2497
Bilanz,8,2498
Tradition,8,2499
Premierminister,8,2500
Angesichts,8,2501
Wetter,8,2502
Besonders,8,2503
ehemaligen,8,2504
Kindesmissbrauch,8,2505
gelungen,8,2506
ihres,8,2507
csuliefert,8,2508
erlebt,8,2509
Muetterrente,8,2510
besucht,8,2511
investiert,8,2512
Nationalisten,8,2513
Vorfeld,8,2514
Mieter,8,2515
hoechste,8,2516
Weiter,8,2517
Josef,8,2518
Raucher,8,2519
Tipps,8,2520
Lehrer,8,2521
Testen,8,2522
Read,8,2523
schweren,8,2524
Stueck,8,2525
BT,8,2526
verharmlost,8,2527
Sucht,8,2528
wieso,8,2529
Leid,8,2530
Film,8,2531
Euer,8,2532
gesunde,8,2533
haeufig,8,2534
selber,8,2535
servicetweet,8,2536
Alter,8,2537
umgehen,8,2538
mega,8,2539
echten,8,2540
Begrenzung,8,2541
Fake,8,2542
Fakt,8,2543
sozial,8,2544
wegenmorgen,8,2545
usw,8,2546
Florian,8,2547
Mitteln,8,2548
Games,8,2549
angehen,8,2550
nett,8,2551
harmreduction,8,2552
Darf,8,2553
normal,8,2554
aufgefallen,8,2555
first,8,2556
Einzelhandel,8,2557
Nochmal,8,2558
erleben,8,2559
deswegen,8,2560
Anstrengungen,8,2561
Weiss,8,2562
sachliche,8,2563
beantwortet,8,2564
Urlaub,8,2565
ma,8,2566
Bundeslaender,8,2567
gerettet,8,2568
Kolbermoor,8,2569
Mannschaft,8,2570
reagieren,8,2571
Lockerungen,8,2572
Nix,8,2573
willkommen,8,2574
konkrete,8,2575
may,8,2576
August,8,2577
zufrieden,8,2578
fuehlt,8,2579
trifft,8,2580
gefaellt,8,2581
Auseinandersetzung,8,2582
Allerdings,8,2583
strongertogether,8,2584
zuhause,8,2585
Extremismus,8,2586
Not,8,2587
gerecht,8,2588
jenen,8,2589
wenigen,8,2590
Ah,8,2591
besonderen,8,2592
engagierten,8,2593
Waehrend,8,2594
Lager,8,2595
Lob,8,2596
Abgrenzung,8,2597
P,8,2598
Fest,8,2599
wollten,8,2600
komplett,8,2601
Bavaria,8,2602
dienen,8,2603
Optimismus,8,2604
Go,8,2605
Osten,8,2606
Volles,8,2607
200,8,2608
geimpft,8,2609
Echt,8,2610
Vorstoss,8,2611
Tempolimit,8,2612
Georgien,8,2613
Rettungskraefte,8,2614
ned,8,2615
wertvoll,8,2616
Gesetzentwurf,8,2617
Juli,8,2618
Erneuerung,8,2619
Muetter,8,2620
beteiligt,8,2621
Demonstranten,8,2622
starker,8,2623
Wohnraum,8,2624
soviel,8,2625
Intelligenz,8,2626
Franz,8,2627
Vorgaenge,8,2628
Wandel,8,2629
globale,8,2630
Dimension,8,2631
gebe,8,2632
aufpassen,8,2633
have,8,2634
spaetestens,8,2635
Gefuehl,8,2636
lass,8,2637
Jahreswirtschaftsbericht,8,2638
Steuererhoehungen,8,2639
Rueckgang,8,2640
ernsthaft,8,2641
Seine,8,2642
39,8,2643
Finale,8,2644
Ergebnissen,8,2645
Darstellung,8,2646
vereinbart,8,2647
ausreichend,8,2648
500,8,2649
verzichten,8,2650
eng,8,2651
Doppelmoral,8,2652
about,8,2653
Brauchen,8,2654
gewartet,8,2655
i,8,2656
COVID19de,8,2657
Unternehmer,8,2658
noafd,8,2659
Notwendigkeit,8,2660
Botschafter,8,2661
Lufthansa,8,2662
interessiert,8,2663
anfangen,8,2664
verhandelt,8,2665
Gender,8,2666
Schroeder,8,2667
missbraucht,8,2668
geholfen,8,2669
fahre,8,2670
jetzige,8,2671
entschuldigen,8,2672
desto,8,2673
Hinsicht,8,2674
Schmidt,8,2675
Wettbewerbsfaehigkeit,8,2676
Wirtschaftspolitik,8,2677
argumentieren,8,2678
aussen,8,2679
Anschlag,8,2680
Peter,8,2681
en,8,2682
Gruen,8,2683
Lust,8,2684
beschaeftigt,8,2685
schadet,8,2686
Symbol,8,2687
Identitaet,8,2688
historische,8,2689
keinem,8,2690
verantwortungslos,8,2691
Oezil,8,2692
wundert,8,2693
by,8,2694
Taeter,8,2695
Integritaet,8,2696
Beschaeftigung,8,2697
Bundeskanzler,8,2698
musst,8,2699
Voraussetzung,8,2700
historischen,8,2701
Datenstrategie,8,2702
Anstand,8,2703
Liste,8,2704
Yeah,8,2705
Hammer,8,2706
Solange,8,2707
beschaeftigen,8,2708
klug,8,2709
ausgesprochen,8,2710
verdanken,8,2711
Vorsitzender,8,2712
diesmal,8,2713
spalten,8,2714
Anti,8,2715
verurteilt,8,2716
buergerliche,8,2717
Umfragen,8,2718
Putin,8,2719
Haerte,8,2720
Mob,8,2721
Volk,8,2722
aufgeklaert,8,2723
Angriffe,8,2724
Regime,8,2725
b2908,8,2726
Wehrpflicht,8,2727
Nachzulesen,8,2728
rechtsextremen,8,2729
MSC2020,8,2730
Beschaeftigten,8,2731
Untersuchungsausschuss,8,2732
Erwartung,8,2733
Grundsatz,8,2734
klares,8,2735
Reserve,8,2736
Amtshilfe,8,2737
G5,8,2738
Irak,8,2739
KeineGEZErhoehung,8,2740
Entwicklungszusammenarbeit,8,2741
Haltungen,8,2742
Gaesten,7,2743
entstehen,7,2744
aufhoeren,7,2745
klaeren,7,2746
Bundeskabinett,7,2747
investieren,7,2748
Kauf,7,2749
Bahnfahren,7,2750
Wissen,7,2751
klimaschutz,7,2752
meistern,7,2753
Impfungen,7,2754
verabschieden,7,2755
fair,7,2756
Energiewende,7,2757
mitnehmen,7,2758
Zustand,7,2759
Parlamentarier,7,2760
Praesidentschaft,7,2761
Kraeften,7,2762
Waerme,7,2763
behaupten,7,2764
Abschluss,7,2765
stattfindet,7,2766
Nachlesen,7,2767
kickoff20,7,2768
PS,7,2769
Termin,7,2770
legt,7,2771
weisst,7,2772
Krisen,7,2773
gezielt,7,2774
verstaendigt,7,2775
ausgeht,7,2776
testen,7,2777
Habt,7,2778
Klimakreis,7,2779
Social,7,2780
Media,7,2781
benoetigen,7,2782
international,7,2783
Vielfalt,7,2784
furchtbaren,7,2785
Ereignisse,7,2786
Klimapaket,7,2787
Wettbewerb,7,2788
Buergermeister,7,2789
HorstSeehofer,7,2790
laendlichen,7,2791
AKK,7,2792
Verbindung,7,2793
Kommissionspraesidentin,7,2794
Wirtschaftswachstum,7,2795
Staatssekretaer,7,2796
Weichen,7,2797
Jungen,7,2798
Vorhaben,7,2799
Sozialdemokraten,7,2800
Forum,7,2801
hervorragende,7,2802
gemeinsames,7,2803
Fast,7,2804
Frankfurt,7,2805
Fluchtursachen,7,2806
Katowice,7,2807
Ehre,7,2808
Polen,7,2809
Stephan,7,2810
brechen,7,2811
beschliessen,7,2812
Gerhard,7,2813
herausragende,7,2814
Erhalt,7,2815
angekommen,7,2816
Kilometer,7,2817
Klartext,7,2818
weiterer,7,2819
Tolle,7,2820
besondere,7,2821
Schoenes,7,2822
Bedarf,7,2823
Wohnungsbau,7,2824
Mieten,7,2825
Sondierungen,7,2826
Seeon18,7,2827
Neuwahlen,7,2828
Ministerin,7,2829
Rauchstopp,7,2830
unertraeglich,7,2831
nachlassen,7,2832
ueberraschend,7,2833
meist,7,2834
Presse,7,2835
extrem,7,2836
Risiko,7,2837
Plattform,7,2838
stay,7,2839
durchs,7,2840
Krankheit,7,2841
gestartet,7,2842
Rueckenwind,7,2843
day,7,2844
suchtbelasteten,7,2845
not,7,2846
Welche,7,2847
Stiftung,7,2848
Jugendlichen,7,2849
niemandem,7,2850
Medienkonsum,7,2851
Wege,7,2852
Darum,7,2853
geliefert,7,2854
Drogenpolitik,7,2855
Schuldenbremse,7,2856
UND,7,2857
TV,7,2858
durchgesetzt,7,2859
richtiger,7,2860
Lesen,7,2861
schade,7,2862
Risiken,7,2863
Laune,7,2864
besprochen,7,2865
Lesenswert,7,2866
vielmehr,7,2867
Feind,7,2868
freiheitlich,7,2869
Demokraten,7,2870
Kitas,7,2871
dank,7,2872
NICHT,7,2873
Like,7,2874
finanzielle,7,2875
Android,7,2876
Lasten,7,2877
BRK,7,2878
herausragenden,7,2879
evtl,7,2880
geleistet,7,2881
Prioritaeten,7,2882
vorsichtig,7,2883
geprueft,7,2884
See,7,2885
formuliert,7,2886
Gemeinsamkeit,7,2887
zunehmend,7,2888
gelegt,7,2889
Meinen,7,2890
Wohl,7,2891
Reden,7,2892
entschuldigt,7,2893
Gesundheitsschutz,7,2894
unfassbar,7,2895
manchen,7,2896
korrekt,7,2897
Allianz,7,2898
Stadtrat,7,2899
Spricht,7,2900
angesagt,7,2901
